Time,Team,Player ID,Position X,Position Y,Ball Speed,Pass Detected,Player Movement,Player Zone,Timestamp
2025-04-04 09:59:09.870779276,Team 1,1,927,407,0.0,No Pass,11.045361017187261,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,1,943,413,0.0,No Pass,17.08800749063506,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,1,962,417,0.0,No Pass,19.4164878389476,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,2,102,326,0.0,No Pass,864.8011332092483,Zone 1-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,2,100,325,0.0,No Pass,2.23606797749979,Zone 1-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,2,90,324,0.0,No Pass,10.04987562112089,Zone 1-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,2,93,332,0.0,No Pass,8.54400374531753,Zone 1-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,3,1201,438,0.0,No Pass,1113.0588483993108,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,3,1211,438,0.0,No Pass,10.0,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,3,1227,438,0.0,No Pass,16.0,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,3,1246,438,0.0,No Pass,19.0,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,4,713,506,0.0,No Pass,537.3202024863759,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,4,722,509,0.0,No Pass,9.486832980505138,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,4,733,517,0.0,No Pass,13.601470508735444,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,4,737,514,0.0,No Pass,5.0,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,4,731,502,0.0,No Pass,13.416407864998739,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,5,380,545,0.0,No Pass,353.62409420173844,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,5,378,544,0.0,No Pass,2.23606797749979,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,5,370,540,0.0,No Pass,8.94427190999916,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,5,358,539,0.0,No Pass,12.041594578792296,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 2,6,525,287,0.0,No Pass,302.31275196392227,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,6,520,285,0.0,No Pass,5.385164807134504,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,6,511,285,0.0,No Pass,9.0,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,6,506,286,0.0,No Pass,5.0990195135927845,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,6,505,281,0.0,No Pass,5.0990195135927845,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,7,862,344,0.0,No Pass,362.51620653427346,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,7,879,343,0.0,No Pass,17.029386365926403,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,7,903,316,0.0,No Pass,36.124783736376884,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,7,876,339,0.0,No Pass,35.4682957019364,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,7,906,326,0.0,No Pass,32.69556544854363,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,7,900,334,0.0,No Pass,10.0,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,7,912,339,0.0,No Pass,13.0,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,8,663,302,0.0,No Pass,251.7339865810733,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,8,679,309,0.0,No Pass,17.46424919657298,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,8,690,308,0.0,No Pass,11.045361017187261,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,8,696,304,0.0,No Pass,7.211102550927978,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,9,435,208,0.0,No Pass,278.09530740377477,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,9,441,209,0.0,No Pass,6.082762530298219,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,9,448,210,0.0,No Pass,7.0710678118654755,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,9,455,203,0.0,No Pass,9.899494936611665,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,9,451,211,0.0,No Pass,8.94427190999916,Zone 2-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,10,599,449,0.0,No Pass,280.26416110519733,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 2,10,593,451,0.0,No Pass,6.324555320336759,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 2,10,599,456,0.0,No Pass,7.810249675906654,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 2,10,602,452,0.0,No Pass,5.0,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,11,666,473,0.0,No Pass,67.35725647619564,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,11,668,475,0.0,No Pass,2.8284271247461903,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,11,672,485,0.0,No Pass,10.770329614269007,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,11,695,484,0.0,No Pass,23.021728866442675,Zone 3-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,12,509,433,0.0,No Pass,192.86523792534516,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,12,512,433,0.0,No Pass,3.0,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,12,525,425,0.0,No Pass,15.264337522473747,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,12,540,418,0.0,No Pass,16.55294535724685,Zone 2-3,1743760749
2025-04-04 09:59:09.870779276,Team 1,13,1269,213,0.0,No Pass,757.2753792379625,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,14,905,317,0.0,No Pass,378.565714242587,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 2,14,903,310,0.0,No Pass,7.280109889280518,Zone 3-2,1743760749
2025-04-04 09:59:09.870779276,Team 1,15,692,137,0.0,No Pass,272.8552729928451,Zone 3-1,1743760749
2025-04-04 09:59:09.870779276,Team 1,15,693,138,0.0,No Pass,1.4142135623730951,Zone 3-1,1743760749
2025-04-04 09:59:09.870779276,Team 1,15,699,136,0.0,No Pass,6.324555320336759,Zone 3-1,1743760749
2025-04-04 09:59:09.870779276,Team 1,15,696,139,0.0,No Pass,4.242640687119285,Zone 3-1,1743760749
2025-04-04 09:59:09.870779276,Team 1,15,706,137,0.0,No Pass,10.198039027185569,Zone 3-1,1743760749
2025-04-04 09:59:09.870779276,Team 1,15,722,138,0.0,No Pass,16.0312195418814,Zone 3-1,1743760749
2025-04-04 09:59:09.870779276,Team 2,16,316,441,0.0,No Pass,506.6014212376432,Zone 1-3,1743760749
2025-04-04 09:59:09.870779276,Team 2,16,306,452,0.0,No Pass,14.866068747318506,Zone 1-3,1743760749
2025-04-04 09:59:09.870779276,Team 2,16,287,459,0.0,No Pass,20.248456731316587,Zone 1-3,1743760749
2025-04-04 09:59:09.870779276,Team 2,16,276,458,0.0,No Pass,11.045361017187261,Zone 1-3,1743760749
2025-04-04 09:59:10.053668499,Team 1,1,916,408,0.0,No Pass,641.9501538281613,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,1,927,407,0.0,No Pass,11.045361017187261,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,1,943,413,0.0,No Pass,17.08800749063506,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,1,962,417,0.0,No Pass,19.4164878389476,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,1,994,421,0.0,No Pass,32.2490309931942,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,2,102,326,0.0,No Pass,897.0445919796853,Zone 1-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,2,100,325,0.0,No Pass,2.23606797749979,Zone 1-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,2,90,324,0.0,No Pass,10.04987562112089,Zone 1-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,2,93,332,0.0,No Pass,8.54400374531753,Zone 1-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,2,107,327,0.0,No Pass,14.866068747318506,Zone 1-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,3,1201,438,0.0,No Pass,1099.6167514184203,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,3,1211,438,0.0,No Pass,10.0,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,3,1227,438,0.0,No Pass,16.0,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,3,1246,438,0.0,No Pass,19.0,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,3,1263,443,0.0,No Pass,17.72004514666935,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,4,713,506,0.0,No Pass,553.5964233988511,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,4,722,509,0.0,No Pass,9.486832980505138,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,4,733,517,0.0,No Pass,13.601470508735444,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,4,737,514,0.0,No Pass,5.0,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,4,731,502,0.0,No Pass,13.416407864998739,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,5,380,545,0.0,No Pass,353.62409420173844,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,5,378,544,0.0,No Pass,2.23606797749979,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,5,370,540,0.0,No Pass,8.94427190999916,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,5,358,539,0.0,No Pass,12.041594578792296,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,5,361,527,0.0,No Pass,12.36931687685298,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 2,6,525,287,0.0,No Pass,290.6819567843866,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,6,520,285,0.0,No Pass,5.385164807134504,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,6,511,285,0.0,No Pass,9.0,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,6,506,286,0.0,No Pass,5.0990195135927845,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,6,505,281,0.0,No Pass,5.0990195135927845,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,6,514,280,0.0,No Pass,9.055385138137417,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,7,862,344,0.0,No Pass,353.83612025908263,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,7,879,343,0.0,No Pass,17.029386365926403,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,7,903,316,0.0,No Pass,36.124783736376884,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,7,876,339,0.0,No Pass,35.4682957019364,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,7,906,326,0.0,No Pass,32.69556544854363,Zone 3-2,1743760750
